id,category,subcategory,transliteration,translation,arabic,reference
590,Hardship & Emotions,Invocations in times of worry and grief,"Allaahumma 'innee 'abduka, ibnu 'abdika, ibnu 'amatika, naasiyatee biyadika, maadhin fiyya hukmuka, 'adlun fiyya qadhaa'uka, 'as'aluka bikulli ismin huwa laka, sammayta bihi nafsaka, 'aw 'anzaltahu fee kitaabika, 'aw 'allamtahu 'ahadan min khalqika, 'awista'tharta bihi fee 'ilmil-ghaybi 'indaka, 'an taj'alal-Qur'aana rabee'a qalbee, wa noora sadree, wa jalaa'a huznee, wa thahaaba hammee .","O Allah, I am Your slave and the son of Your male slave and the son of your female slave . My forehead is in Your Hand (i.e. you have control over me) . Your Judgment upon me is assured and Your Decree concerning me is just . I ask You by every Name that You have named Yourself with , revealed in Your Book , taught any one of Your creation or kept unto Yourself in the knowledge of the unseen that is with You , to make the Qur'an the spring of my heart, and the light of my chest, the banisher of my sadness and the reliever of my distress.",اللهُمَّ إِنِّي عَبْدُكَ، ابْنُ أَمَتِكَ، نَاصِيَتِي بِيَدِكَ، مَاضٍ فِيَّ حُكْمُكَ، عَدْلٌ فِيَّ قَضَاؤُكَ، أَسْأَلُكَ بِكُلِّ اسْمٍ هُوَ لَكَ، سَمَّيْتَ بِهِ نَفْسَكَ، أَوِ اسْتَأْثَوْتَ بِهِ فِي عِلْمِ الْغَيْبِ عِنْدَكَ، أَنْ تَجْعَلَ الْقُرْآنَ رَبِيعَ قَلْبِي، وَنُورَ صَدْرِي، وَجَلَاءَ حُزْنِي، وَذَهَابَ هَمِّي,"Reference: Ahmad 1/391, and Al-Albani graded it authentic."
591,Hardship & Emotions,Invocations in times of worry and grief,"Allaahumma 'innee 'a'oothu bika minal-hammi walhazani, wal'ajzi walkasali, walbukhli waljubni, wa dhala'id-dayni wa ghalabatir-rijaal .","O Allah , I seek refuge in you from grief and sadness, from weakness and from laziness, from miserliness and from cowardice, from being overcome by debt and overpowered by men (i .e . others) .",اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنْ الْهَمِّ وَالْحَزَنِ وَالْعَجْزِ وَالْكَسَلِ وَالْبُخْلِ وَالْجُبْنِ وَضَلَعِ الدَّيْنِ وَغَلَبَةِ الرِّجَالِ,"Reference: Al-Bukhari 7/158. See also Al-Asqalani, Fathul-Bari 11/173."
621,Hardship & Emotions,Invocation to foil the devil's plots," 'A'oothu bikalimaatil-laahit-taammaatil-latee laa yujaawizuhunna barrun wa laa faajirun min sharri maa khalaqa, wa bara'a wa thara'a, wa min sharri maa yanzilu minas-samaa'i, wa min sharri maa ya'ruju feehaa, wa min sharri maa thara'a fil-'ardhi, wa min sharri ma yakhruju minhaa, wa min sharri fitanil-layli wannahaari, wa min sharri kulli taariqin 'illaa taariqan yatruqu bikhayrin yaa Rahmaan.","I seek refuge in the Perfect Words of Allah -which neither the upright nor the corrupt may overcome - from the evil of what He created, of what He made, and of what He scattered, from the evil of what descends from the heavens, and of what rises up to them, from the evil of what He scattered in the earth and of what emerges from it, from the evil trials of night and day, and from the evil of every night visitor, except the night visitor who comes with good. O Merciful One.",أَعُوذُ بِكَلِمَاتِ اللهِ التَّامَّاتِ الَّتِي لَا يُجَاوِزُهُنَّ بَرٌّ وَلاَ فَاجِرٌ مِنْ شَرِّ مَا خَلَقَ، وَبَرَأَ وَذَرَأَ، وَمِنْ شَرِّ مَا يَنْزِلُ مِنَ السَّمَاءِ، وِمِنْ شَرِّ مَا يَعْرُجُ فِيهَا، ومِن شَرِّ مَا ذَرَأَ في الْأَرْضِ، ومِنْ شَرِّ مَا يَخْرُجُ مِنْهَا، وَمِنْ شَرِّ فِتَنِ اللَّيْلِ وَالنَّهارِ، وَمِنْ شَرِّ كُلِّ طَارِقٍ إِلَّا طَارِقًا يَطْرُقُ بِخَيْرٍ يَا رَحْمٰنُ,"Reference: Ahmad 3/419, with an authentic chain of narration, and Ibn As-Sunni (no. 637). Al-Arna'ut, graded its chain authentic in his checking of Al-'Aqidah At-Tahawiyyah p. 133. See also Majma'uz-Zawa'id, 10/127."
609,Hardship & Emotions,What to say and do if you commit a sin,null,"There is not any slave of Allah who commits a sin, then he perfects his ablution and stands to pray two Rak'ahs of prayer, then seeks Allah's forgiveness, except that Allah will forgive him.",null,"Reference: Abu Dawud 2/86, At-Tirmithi 2/257. Al-Albani graded it authentic in Sahih Abu Dawud 1/283."
602,Hardship & Emotions,What to say if you fear people may harm you,Allaahummak-fineehim bimaa shi'ta.,"O Allah, suffice (i.e. protect) me against them however You wish.",اللهُمَّ اكْفِنِيهِمْ بِمَا شِئْتَ,Reference: Muslim 4/2300.
616,Hardship & Emotions,What to say when something that pleases or displeases you happens,"When something happened that pleased him, the Prophet ﷺ used to say: Alhamdu lillaahil-lathee bini'matihi tatimmus-saalihaat.",Praise is to Allah Who by His blessings all good things are perfected. ,الْحَمْدُ اللهِ بِنِعْمَتِهِ تَتِمُّ الصَّالِحَاتُ,"Reference: Ibn As-Sunni, 'Amalul-Yawm wal-Laylah, and Al-Hakim who graded it authentic 1/499. See also Al-Albani, Sahihul-Jami' As-Saghir 4/201."
617,Hardship & Emotions,What to say when something that pleases or displeases you happens,"And if something happened that displeased him , he used to say: Alhamdu lillaahi 'alaa kulli haal.",Praise is to Allah in all circumstances.,الْحَمْدُ اللهِ عَلَى كُلِ حَالٍ,"Reference: Ibn As-Sunni, 'Amalul-Yawm wal-Laylah, and Al-Hakim who graded it authentic 1/499. See also Al-Albani, Sahihul-Jami' As-Saghir 4/201."
618,Hardship & Emotions,What to say when surprised or startled,Subhaanallaah!,Glory is to Allah,سُبَحَانَ اللهِ,"Reference: Al-Bukhari, cf. Al-Asqalani, Fathul-Bari 8/441. See also Al-Albani, Sahih At-Tirmithi 2/103, 235, Ahmad 5/218."
619,Hardship & Emotions,What to say when surprised or startled,Allaahu 'Akbar!,Allah is the Most Great,اللهُ أَكْبَرُ,"Reference: Al-Bukhari, cf. Al-Asqalani, Fathul-Bari 8/441. See also Al-Albani, Sahih At-Tirmithi 2/103, 235, Ahmad 5/218."
615,Hardship & Emotions,What to say when you feel frightened,Laa 'ilaaha 'illallaah!,There is none worthy of worship but Allah!,لَا إِلٰهَ إِلَّا اللهُ,"Reference: Al-Bukhari, cf. Al-Asqalani, Fathul-Bari 6/181, Muslim 4/2208."
620,Hardship & Emotions,What to say when you feel pain in your body,"Bismillaah.
[ Then say : ]
'A'oothu billaahi wa qudratihi min sharri maa 'ajidu wa 'uhaathiru.",I seek refuge in Allah and in His Power from the evil of what I find and of what I guard against.,بِسْمِ اللهِ.اَعُوذُ بِاللهِ وَقُدْرَتِهِ مِنْ شَرِّ مَا أَجِدُ وَأُحَاذِرُ,Reference: Muslim 4/1728. Put your hand on the place where you feel pain and say
650,Illness & Death,Invocation for closing the eyes of the dead,"Allaahummaghfir li (name of the person) warfa' darajatahu fil-mahdiyyeena, wakhlufhu fee 'aqibihi fil-ghaabireena, waghfir-lanaa wa lahu yaa Rabbal-'aalameena, wafsah lahu fee qabrihi wa nawwir lahu feehi.","O Allah, forgive [name of the person] and elevate his station among those who are guided. Send him along the path of those who came before, and forgive us and him, O Lord of the worlds. Enlarge for him his grave and shed light upon him in it.",اللهُمَّ اغْفِرْ لِفُلَانٍ (بِاسْمِهِ) وَارْفَعْ دَرَجَتَهُ فِي المَهْدِبَّينَ، وَاخْلُفْهُ فِي الْغَابِرِينَ، وَاغْفِرْ لَنَا وَلَهُ يَا رَبَّ الْعَالَمِينَ، وَافْسَحْ لَهُ فِي قَبْرِهِ وَنَوِّرْ لَهُ فِيهِ,Reference: Muslim 2/634.
657,Illness & Death,Invocation for the bereaved,"'Inna lillaahi maa 'akhatha, wa lahu maa 'a'taa, wa kullu shay'in 'indahu bi'ajalin musamman... faltasbir waltahtasib. [ It is also good to say: ] 'A'dhamallaahu 'ajraka, wa 'ahsana 'azaa'aka wa ghafara limayyitika.","Surely, Allah takes what is His, and what He gives is His, and to all things He has appointed a time... so have patience and be rewarded.⁽¹⁾ [It is also good to say: ] May Allah magnify your reward, and make perfect your bereavement, and forgive your departed.⁽²⁾","إِنَّ اللهِ مَا أَخَذَ، وَلَهُ مَا أَعْطَى وَكُلُّ شَيْءٍ عِنْدِهُ بِأَجَلٍ مُسَمَّ ... فَلْتَصْبِرْ وَلْتَحْتَسِبْ

It is also good to say

أَعْظَمَ اللهُ أَجْرَكَ، وَأَحْسَنَ عَزَاءَكَ وَغَفَرَ لِمَيِّتِكَ","1.Al-Bukhari 2/80, Muslim 2/636. 2. An-Nawawi, Kitabul-'Athkar, p. 126."
660,Illness & Death,Invocation for visiting the graves,"Assalaamu 'alaykum 'ahlad-diyaari, minal-mu'mineena walmuslimeena, wa 'innaa 'in shaa' Allaahu bikum laahiqoona [wa yarhamullaahul-mustaqdimeena minnaa walmusta'khireena] 'as'alullaaha lanaa wa lakumul-'aafiyata.","Peace be upon you, people of this abode, from among the believers and those who are Muslims, and we, by the Will of Allah, shall be joining you. [May Allah have mercy on the first of us and the last of us] I ask Allah to grant us and you strength.",السَّلَامُ عَلَيْكُمْ أَهْلَ الدِّيَارِ، مِنَ الْمُؤْمِنِيمَ وَالْمُسْلِمِينَ، وَإِنَّا إِنْ شَاءَ اللهُ بِكُمْ لَا حِقُونَ [وَيَرْحَمُ اللهُ الْمُس}تَقْدِمِينَ مِنَّا وَالْمُسْتَأْخِرِينَ] أَسْأَلُ اللهَ لَنَا وَلَكُمُ الْعَافِيَةَ,"Muslim 2/671, Ibn Majah 1/494, the portion brackets is from Muslim 2/671."
649,Illness & Death,Invocation for when tragedy strikes,"'Innaa lillaahi wa 'innaa 'ilayhi raaji'oon, Allaahumma'-jurni fee museebatee wa 'akhliflee khayran minhaa.",We are from Allah and unto Him we return. O Allah take me out of my plight and bring to me after it something better.,إِنَّا للهِ وَإِنَّا إِلَيْهِ رَاجِعُونَ اللهُمَّ أْجُرْنِي فِي مُصِيبَتِي وَأَخْلِفْ لِي خَيْرًا مِنْهَا,Reference: Muslim 2/632.
655,Illness & Death,Invocations for a child in the Funeral prayer,"Allaahumma 'a'ith-hu min 'athaabil-qabri. [or say:] Allaahum-maj'alhu faratan wa thukhran liwaalidayhi, wa shafee'an mujaaban. Allaahumma thaqqil bihi mawaazeenahumaa wa 'a'dhim bihi 'ujoorahumaa, wa 'alhiqhu bisaalihil-mu'mineena, waj'alhu fee kafaalati 'Ibraaheema, wa qihi birahmatika 'athaabal-jaheemi, wa 'abdilhu daaran khayran min daarihi, wa 'ahlan khayran min 'ahlihi, Allaahum-maghfir li'aslaafinaa, wa 'afraatinaa wa man sabaqanaa bil'eemaan.","O Allah, protect him from the torment of the grave. [It is also good to say:] O Allah, make him a precursor, a forerunner and a treasure for his parents and an answered intercessor. O Allah, make him weigh heavily in their scales (of good) and magnify their reward. Make him join the righteous of the believers. Place him in the care of Ibrahim. Save him by Your mercy from the torment of Hell. Give him a home better than his home and a family better than his family. O Allah, forgive those who have gone (i.e. passed away) before us, our children lost (by death), and those who have preceded us in Faith.",<<اللهُمَّ أَعِذْهُ مِنْ عَذَابِ الْقَبْرِ>> وَإِنْ قَالَ: <<اللهُمَّ اجْعَلْهُ فَرَطًا وَذُخْرًا لِوَالِدَيْهِ، وَشَفِيعًا مُجَابًا. اللهُمَّ ثَقِّلْ بِهِ مَوَازِينَهُمَا وَأَعْظِمْ بِهِ أُجُورَهُمَا، وَأَلْحِقْهُ بِصَالِحِ الْمُؤْمِنِينَ، وَجْعَلْهُ فِي كَفَالَةِ إِبْرَاهِيمَ، وَقِهِ بِرَحْمَتِكَ عَذَابَ الْجَحِيمِ، وَأَبْدِلْهُ دَارًا خَيْرًا مِنْ دَارِهِ، وَأَهلًا خَيْرًا مِنْ أَهْلِهِ، اللهُمَّ اغْفِرْ لأَسْلَافِنَا، وَأَفْرَاطِنَا، وَمَنْ سَبَقَنَا بِالْإِيمَانِ >>,"Ibn Qudamah, Al-Mughni 3/416 and Ad-Duroosul-Muhimmah li-Aammatil-'Ummah, pg. 15, by Shaikh 'Abdul-'Aziz bin Baz."
656,Illness & Death,Invocations for a child in the Funeral prayer,"Allaahum-maj'alhu lanaa faratan, wa salafan, wa 'ajran.","O Allah, make him for us a precursor, a forerunner and a cause of reward.",اللهُمَّ اجْعَلْهُ لَنَا فَرَطًا، وَسَلَفًا، وَأَجْرًا,"Al-Hasan (Al-Basri) used to recite Surat Al-Fatihah for a child's funeral and then say. Al-Bukhari, Kitabul-Jana'iz, p. 65."
651,Illness & Death,Invocations for the dead in the Funeral prayer,"Allaahum-maghfir lahu warhamhu, wa 'aafihi, wa'fu 'anhu, wa 'akrim nuzulahu, wa wassi' mudkhalahu, waghsilhu bilmaa'i waththalji walbaradi, wa naqqihi minal-khataayaa kamaa naqqaytath-thawbal-'abyadha minad-danasi, wa 'abdilhu daaran khayran min daarihi, wa 'ahlan khayran min 'ahlihi, wa zawjan khayran min zawjihi, wa 'adkhilhul-jannata, wa. 'a'ithhu min 'athaabil-qabri [wa 'athaabin-naar].","O Allah, forgive him and have mercy on him and give him strength and pardon him. Be generous to him and cause his entrance to be wide and wash him with water and snow and hail. Cleanse him of his transgressions as white cloth is cleansed of stains. Give him an abode better than his home, and a family better than his family and a wife better than his wife. Take him into Paradise and protect him from the punishment of the grave [and from the punishment of Hell-fire].",اللهُمَّ اغْفِرْ لَهُ وَارْحَمْهُ، وَعَافِهِ، وَاعْفُ عَنْهُ، وَأَكْرِمْ نُزُلَهُ، وَوَسِّعْ مُدْخَلَهُ، وَاغْسِلْهُ بِالْمَاءِ وَالثَّلْجِ وَالْبَرَدِ، وَنَقِّهِ مِنَ الْخَطَايَا كَمَا نَقَّيتَ الثَّوْبَ الْأَبْيَضَ مِنَ الدَّنَسِ، وَأَبْدِلْهُ دَارًا خَيْرًا مِنْ زَوْجِهِ، وَأَدْخِلْهُ الْجَنَّةَ، وَأَعِذْهُ مِنْ عَذَابِ الْقَبْرِ [وَعَذَابِ النَّارِ],Muslim 2/663.
652,Illness & Death,Invocations for the dead in the Funeral prayer,"Allaahum-maghfir lihayyinaa, wa mayyitinaa, wa shaahidinaa, wa ghaa'ibinaa, wa sagheerinaa wa kabeerinaa, wa thakarinaa wa 'unthaanaa. Allaahumma man 'ahyaytahu minnaa fa'ahyihi 'alal-'Islaami, wa man tawaffaytahu minnaa fatawaffahu 'alal-'eemaani, Allaahumma laa tahrimnaa 'ajrahu wa laa tudhillanaa ba'dahu.","O Allah forgive our living and our dead, those who are with us and those who are absent, our young and our old, our menfolk and our womenfolk. O Allah, whomever you give life from among us give him life in Islam, and whomever you take away from us take him away in Faith. O Allah, do not forbid us their reward and do not send us astray after them.",اللهُمَّ اغْفِرْ لِحَيِّنَا، وَمَيِّتِنَا، وَشَاهِدِنَا، وَغَائِبِنَا، وَصَغِيرِنَا، وَكَبِيرِنَا، وَذَكَرِنَا وَأُنْثَانَا. اللهُمَّ مَنْ أَحْيَيْتَهُ مِنَّا فَأَحْيِهِ عَلَى الْإِسْلَامِ، وَمَنْ تَوَفَّيْتَهُ مِنَّا فَتَوَفَّهُ عَلَى الْإِيمَانِ، اللهُمَّ لَا تَحْرِ مْنَا أَجْرَهُ وَلَا تُضِلَّنَا بَعْدَهُ,"Ibn Majah 1/480, Ahmad 2/368. See also Al-Albani, Sahih Ibn Majah 1/251."
653,Illness & Death,Invocations for the dead in the Funeral prayer,"Allaahumma 'inna [name the person] fee thimmatika, wa habli jiwaarika, faqihi min fitnatil-qabri wa 'athaabin-naari, wa 'Anta 'ahlul-wafaa'i walhaqqi. Faghfir lahu warhamhu 'innaka 'Antal-Ghafoorur-Raheem.","O Allah, surely [name the person] is under Your protection, and in the rope of Your security, so save him from the trial of the grave and from the punishment of the Fire. You fulfill promises and grant rights, so forgive him and have mercy on him. Surely You are Most Forgiving, Most Merciful.",اللهُمَ إِنَّ فُلَانَ بْنَ فُلَانٍ فِي ذِمَّتِكَ، وَحَبْلِ جِوَارِكَ، فَقِهِ مِنْ فِتْنَةِ الْقَبْرِ وَعَذَابِ النَّارِ، وَأَنْتَ أَهْلُ الْوَفَاءِ وَالْحَقِّ. فَاغْفِرْ لَهُ وَارْحَمْهُ إنَّكَ أَنْتَ الْغَفُورُ الرَّحِيمُ,"Ibn Majah, Abu Dawud 3/211. See also Al Albani, Sahih Ibn Majah 1/251."
654,Illness & Death,Invocations for the dead in the Funeral prayer,"Allaahumma 'abduka wabnu 'amatika ihtaaja 'ilaa rahmatika, wa 'Anta ghaniyyun 'an 'athaabihi, 'in kaana muhsinan fazid fee hasanaatihi, wa 'in kaana musee'an fatajaawaz 'anhu.","O Allah, Your male slave and the child of Your female slave is in need of Your mercy, and You are not in need of his torment. If he was pious then increase his rewards and if he was a transgressor then pardon him.",اللهُمَّ عَبْدُكَ وَابْنُ أَمَتِكَ احْتَاجَ إِلَئ رَحْمَتِكَ، وَأَنْتَ غَنِيَّ عَنْ عَذَابِهِ، إِنْ كَانَ مُحْسِنًا فَزِدْ فِي حَسَنَاتِهِ، وَإِنْ كَانَ مُسِيئًا فَتَجَاوَزْ عَنْهُ,"Al-Hakim 1/359 who graded it authentic and Ath-Thahabi agreed with him. See also Al-Albani, Ahkamul-Jana'iz, p. 125."
642,Illness & Death,Invocations for visiting the sick,Laa ba'sa tahoorun 'in shaa' Allaah.,"Do not worry, it will be a purification (for you), Allah willing.",لَا بَأْسَ طَهُورٌ إِنْ شَاءَ اللهُ,"Reference: Al-Bukhari, cf. Al-Asqalani Fathul-Bari 10/118."
643,Illness & Death,Invocations for visiting the sick,As'alullaahal-'Adheema Rabbal-'Arshil-'Adheemi 'an yashfiyaka.,"I ask Almighty Allah, Lord of the Magnificent Throne, to make you well. (Recite seven times in Arabic.)",أَسْأَلُ اللهَ الْعَطِيمَ رَبَّ الْعَرْشِ الْعَظِيمِ يَشْفِيكَ,"Reference: At-Tirmithi, Abu Dawud. See also Al-Albani, Sahih At-Tirmithi 2/210 and Sahihul-Jami' As-Saghir 5/180."
645,Illness & Death,Invocations of the terminally ill,Allaahum-maghfir lee warhamnee wa 'alhiqnee bir-rafeeqil-'a'laa.,"O Allah, forgive me and have mercy upon me and join me with the highest companions (in Paradise).",اللهُمَّ اغْفِرْ لِي وَارْحَمنِي وَأَلْحِقْنِي بِالرَّفِيقِ الْأَعْلَى,"Reference: Al-Bukhari7/10, Muslim 4/1893."
646,Illness & Death,Invocations of the terminally ill,Laa 'ilaaha 'illallaahu 'inna lilmawti lasakaraatin.,"There is none worthy of worship but Allah, surely death has agonies.",لَا إِلَهَ إلَّا اللهُ أَكْبَرُ، إِنَّ لِلْمَوْتِ لَسَكَرَاتٍ,"Reference: Al-Bukhari, cf. Al-Asqalani, Fathul-Bari 8/144. The Hadith also mention him using the Siwak (tooth stick). As he was dying, the Prophet (SAW) dipped his hands in water and wiped his face saying this dua"
647,Illness & Death,Invocations of the terminally ill,"Laa 'ilaaha 'illallaahu wallaahu 'Akbar, laa 'ilaaha 'illallaahu wahdahu, laa 'ilaaha 'illallaahu wahdahu laa shareeka lahu, laa 'ilaaha 'illallaahu lahul-mulku wa lahul-hamdu, laa 'ilaaha 'illallaahu wa laa hawla wa laa quwwata 'illaa billaah.","There is none worthy of worship but Allah, Allah is the Most Great. None has the right to be worshipped but Allah alone. None has the right to be worshipped but Allah alone, Who has no partner. There is none worthy of worship but Allah, His is the dominion and His is the praise. There is none worthy of worship but Allah, there is no power and no might but by Allah.",لَا إِلَهَ إلَّا اللهُ وَاللهُ أَكْبَرُ، لَا إِلَهَ إلَّا اللهُ وَحْدَهُ، لَا إِلَهَ إلَّا اللهُ وَحْدَهُ لَا شَرِيكَ لَهُ، لَا إِلَهَ إلَّا اللهُ الْمُلْكُ وَلَهُ الحَمْدُ، لَا إِلَهَ إلَّا اللهُ وَلَا حَوْلَ وَلَا قُوَّةَ إِلَّا بِاللهِ,"Reference: At-Tirmithi and Ibn Majah. See also Al-Albani, Sahih At-Tirmithi 3/152 and Sahih Ibn Majah 2/317."
659,Illness & Death,Invocation to be recited after burying the dead,Allaahum-maghfir lahu Allaahumma thabbithu.,"O Allah, forgive him. O Allah, strengthen him.",اللهُمَّ اغْفِرْ لَهُ اللهُمَّ ثَبِّتْهُ,"The Prophet ﷺ‬used to stop after burying the dead and say to the people: ""Ask Allah to forgive your brother and pray for him to be strengthened, for indeed he is now being questioned."" Abu Dawud 3/315, and Al-Hakim 1/370 who graded it authentic and Ath-Thahabi agreed."
658,Illness & Death,Invocation to be recited when placing the dead in his grave,Bismillaahi wa 'alaa sunnati Rasoolillaahi.,With the Name of Allah and according to the Sunnah of the Messenger of Allah.,بِسْمِ اللهِ وَعَلَى سُنَّةِ رَسُولِ اللهِ,"Abu Dawud 3/314 with an authentic chain. Ahmad also recorded it with the wording: With the Name of Allah, and according to the religion of the Messenger of Allah. Its chain is also authentic."
644,Illness & Death,The reward for visiting the sick,null,"When a man goes to visit his sick Muslim brother, he walks along a path of Paradise until he sits, and when he sits he is cloaked in mercy. If he comes in the morning, seventy thousand angels pray for him until evening, and if he comes in the evening, seventy thousand angels pray for him until morning.",null,"Reference: At-Tirmithi, Ibn Majah, Ahmad. See, Al-Albani, Sahih Ibn Majah 1/244, and Sahih At-Tirmithi 1/286. It was also graded authentic by Ahmad Shakir."
648,Illness & Death,What to encourage the dying person to say,Laa 'ilaaha 'illallaahu.,"Whoever dies with the last words : [ ""There is none worthy of worship but Allah,"" will enter Paradise.]",لَا إِلَهَ إلَّا اللهُ وَاللهُ,"Reference: Abu Dawud 3/190. See also Al-Albani, Sahihul-Jami' As-Saghir 5/432.
"
545,Morning & Evening,Words of remembrance for morning and evening,"'A 'oothu billaahi minash-Shaytaanir-rajeem. Allaahu laa 'ilaaha 'illaa Huwal-Hayyul-Qayyoom, laa ta'khuthuhu sinatun wa laa nawm, lahu maa fis-samaawaati wa maa fil-'ardh, man thai-lathee yashfa'u 'indahu 'illaa bi'ithnih, ya'lamu maa bayna 'aydeehim wa maa khalfahum, wa laa yuheetoona bishay'im-min 'ilmihi 'illaa bimaa shaa'a, wasi'a kursiyyuhus samaawaati wal'ardh, wa laa ya'ooduhu hifdhuhumaa, wa Huwal- 'Aliyyul- 'Adheem.","I seek refuge in Allah from Satan the outcast. - Allah! There is none worthy of worship but He, the Ever Living, the One Who sustains and protects all that exists. Neither slumber nor sleep overtakes Him. To Him belongs whatever is in the heavens and whatever is on the earth. Who is he that can intercede with Him except with His Permission? He knows what happens to them in this world, and what will happen to them in the Hereafter. And they will never encompass anything of His Knowledge except that which He wills. His Throne extends over the heavens and the earth, and He feels no fatigue in guarding and preserving them. And He is the Most High, the Most Great.","أَعُوذُ بِاللهِ مِنَ الشَّيْطَانِ الرَّجِيمِ ""اللهُ لَا إِلٰهَ إِلَّا هُوَ الْحَيُّ الْقَيُّومُ لَا تَأْخُذُهُ سِنَةٌ وَلَا نَوْمٌ لَهُ مَا فِي السَّمَاوَاتِ وَمَا فِي الْأَرْضِ مَنْ ذَا الَّذِي يَشْفَعُ عِنْدَهُ إِلَّا بِإِذْنِهِ يَعْلَمُ مَا بَيْنَ أَيْدِيهِمْ وَمَا خَلْفَهُمْ وَلَا يُحِيطُونَ بِشَيْءٍ مِنْ عِلْمِهِ إِلَّا بِمَا شَاءَ وَسِعَ كُرْسِيُّهُ السَّمَاوَاتِ وَالْأَرْضَ وَلَا يَئُودُهُ حِفْظُهُمَا وَهُوَ الْعَلِيُّ الْعَظِيمُ","Reference: Whoever says this when he rises in the morning will be protected from jinns until he retires in the evening, and whoever says it when retiring in the evening will be protected from them until he rises in the morning. It was reported by Al-Hakim 1 / 562, Al-Albani graded it as authentic in Sahihut-Targhib wat-Tarhib 1/273, and traces it to An-Nasa'i and At-Tabarani. He says that At-Tabarani's chain of transmission is reliable (Jayyid)."
546,Morning & Evening,Words of remembrance for morning and evening,Bismillaahir-Rahmaanir-Raheem. Qul Huwallaahu 'Ahad. Allaahus-Samad. Lam yalid wa lam yoolad. Wa lam yakun lahu kufuwan 'ahad.,"With the Name of Allah, the Most Gracious, the Most Merciful. Say: He is Allah (the) One. The Self-Sufficient Master, Whom all creatures need, He begets not nor was He begotten, and there is none equal to Him.","بِسْمِ اللهِ الرَّحْمٰنِ الرَّحِيمِ ""قُلْ هُوَ اللهُ أَحَدٌ ۞ اللهُ الصَّمَدُ ۞ لَمْ يَلِدْ وَلَمْ يُولَدْ ۞ وَلَمْ يَكُن لَّهُ كُفُوًا أَحَدٌ","Reference: Al-Ikhlas 112:1-4. Whoever recites these three times in the morning and in the evening, they will suffice him (as a protection) against everything. The Hadith was reported by Abu Dawud 4/322, and At-Tirmithi 5/567. See Al-Albani's Sahih At-Tirmithi 3/182."
547,Morning & Evening,Words of remembrance for morning and evening,Bismillaahir-Rahmaanir-Raheem. Qul 'a'oothu birabbil-falaq. Min sharri maa khalaq. Wa min sharri ghaasiqin 'ithaa waqab. Wa min sharrin-naffaathaati fil-'uqad. Wa min sharri haasidin 'ithaa hasad.,"With the Name of Allah, the Most Gracious, the Most Merciful. Say: I seek refuge with (Allah) the Lord of the daybreak, from the evil of what He has created, and from the evil of the darkening (night) as it comes with its darkness, and from the evil of those who practice witchcraft when they blow in the knots, and from the evil of the envier when he envies.","بِسْمِ اللهِ الرَّحْمٰنِ الرَّحِيمِ ""قُلْ أَعُوذُ بِرَبِّ الْفَلَقِ ۞ مِن شَرِّ مَا خَلَقَ ۞ وَمِن شَرِّ غَاسِقٍ إِذَا وَقَبَ ۞ وَمِن شَرِّ النَّفّٰثَٰتِ فِي الْعُقَدِ ۞ وَمِن شَرِّ حَاسِدٍ إِذَا حَسَدَ","Reference: Al-Falaq 113:1-5. Whoever recites these three times in the morning and in the evening, they will suffice him (as a protection) against everything. The Hadith was reported by Abu Dawud 4/322, and At-Tirmithi 5/567. See Al-Albani's Sahih At-Tirmithi 3/182."
548,Morning & Evening,Words of remembrance for morning and evening,Bismillaahir-Rahmaanir-Raheem . Qul 'a'oothu birabbin-naas . Malikin-naas . 'Ilaahin-naas . Min sharril-waswaasil-khannaas. Allathee yuwaswisu fee sudoorin-naas. Minal-jinnati wannaas.,"With the Name of Allah , the Most Gracious , the Most Merciful. Say: I seek refuge with (Allah) the Lord of mankind, the King of mankind , the God of mankind , from the evil of the whisperer who withdraws, who whispers in the breasts of mankind, of jinns and men.1 (These Surahs should be recited in Arabic after each prayer. After the Maghrib and Fajr prayers they should be recited three times each.) 2","بِسْمِ اللهِ الرَّحْمٰنِ الرَّحِيمِ ""قُلْ أَعُوذُ بِرَبِّ النَّاسِ ۞ مَلِكِ النَّاسِ ۞ إِلَهِ النَّاسِ ۞ مِن شَرِّ الْوَسْوَاسِ الْخَنَّاسِ ۞ الَّذِي يُوَسْوِسُ فِي صُدُورِ النَّاسِ ۞ مِنَ الْجِنَّةِ وَالنَّاسِ","Reference: 1.  An-Nas 114:1-6. Whoever recites these three times in the morning and in the evening, they will suffice him (as a protection) against everything. The Hadith was reported by Abu Dawud 4/322, and At-Tirmithi 5/567. See Al-Albani's Sahih At-Tirmithi 3/182."
